,author,name,pid
5625,Diane Joyce Cook,Diane J. Cook,c/DianeJCook
5626,Diane Kelly 0002,Diane Kelly 0002,71/3546-2
5627,Diane L. Souvaine,Diane L. Souvaine,s/DLSouvaine
5628,Diane M. Neal,Diane M. Rasmussen Pennington,02/4983
5629,Diane M. Rasmussen Pennington,Diane M. Rasmussen Pennington,02/4983
5630,Diane Neal,Diane M. Rasmussen Pennington,02/4983
5631,Diane Rasmussen,Diane M. Rasmussen Pennington,02/4983
5632,Diane Rasmussen Neal,Diane M. Rasmussen Pennington,02/4983
5633,Diane Rasmussen Pennington,Diane M. Rasmussen Pennington,02/4983
5634,Dianfu Ma,Dianfu Ma,97/3616
5635,Dianne Foreback,Dianne Foreback,151/3198
5636,Dianne P. O'Leary,Dianne P. O'Leary,o/DiannePOLeary
5637,Dianxiang Xu,Dianxiang Xu,11/5481
5638,Dick H. J. Epema,Dick H. J. Epema,e/DickHJEpema
5639,Didem Unat,Didem Unat,96/2997
5640,Didem Unat Erten,Didem Unat,96/2997
5641,Didier Stricker,Didier Stricker,02/5478
5642,Diedrich Wolter,Diedrich Wolter,73/1193
5643,Diego Cattaruzza,Diego Cattaruzza,145/0209
5644,Diego F. Aranha,Diego F. Aranha,75/5361
5645,Diego Fernández 0001,Diego Fernández 0001,222/4986
5646,Diego Fernández Iglesias,Diego Fernández 0001,222/4986
5647,Diego Fernández Slezak,Diego Fernández Slezak,52/9520
5648,Diego Garbervetsky,Diego Garbervetsky,g/DiegoGarbervetsky
5649,Diego Gutierrez,Diego Gutierrez,17/5123
5650,Diego Martinez Plasencia,Diego Martínez 0001,119/4591
5651,Diego Martínez 0001,Diego Martínez 0001,119/4591
5652,Diego Martínez Plasencia,Diego Martínez 0001,119/4591
5653,Diego Mollá,Diego Mollá Aliod,m/DiegoMolla
5654,Diego Mollá Aliod,Diego Mollá Aliod,m/DiegoMolla
5655,Diego Perez Liebana,Diego Perez Liebana,164/9035
5656,Diego Pérez-Liébana,Diego Perez Liebana,164/9035
5657,Diego R. Amancio,Diego R. Amancio,72/10670
5658,Diego Raphael Amancio,Diego R. Amancio,72/10670
5659,Diego Vaggione,Diego Vaggione,40/733
5660,Diego de Freitas Aranha,Diego F. Aranha,75/5361
5661,Dieter A. Fensel,Dieter Fensel,31/4309
5662,Dieter August Kranzlmüller,Dieter Kranzlmüller,k/DieterKranzlmuller
5663,Dieter Fensel,Dieter Fensel,31/4309
5664,Dieter Gollmann,Dieter Gollmann,39/5760
5665,Dieter Hogrefe,Dieter Hogrefe,h/DieterHogrefe
5666,Dieter Kranzlmüller,Dieter Kranzlmüller,k/DieterKranzlmuller
5667,Dieter Merkl,Dieter Merkl,m/DieterMerkl
5668,Dieter Otte,,
5669,Dieter Roller 0002,Dieter Roller 0002,r/DieterRoller0002
5670,Dieter Schmalstieg,Dieter Schmalstieg,s/DieterSchmalstieg
5671,Dieter W. Fellner,Dieter W. Fellner,f/DWFellner
5672,Dieter Wloka,Dieter Wloka,32/1956
5673,Dieter Zoebel,Dieter Zöbel,z/DZobel
5674,Dieter Zöbel,Dieter Zöbel,z/DZobel
5675,Dieter van Melkebeek,Dieter van Melkebeek,m/DietervanMelkebeek
5676,Dietmar Berwanger,Dietmar Berwanger,20/439
5677,Dietmar Fey,Dietmar Fey,09/4727
5678,Dietmar Jannach,Dietmar Jannach,j/DietmarJannach
5679,Dietmar Pfahl,Dietmar Pfahl,p/DietmarPfahl
5680,Dietmar Saupe,Dietmar Saupe,40/374
5681,Dietmar Seipel,Dietmar Seipel,s/DietmarSeipel
5682,Dietmar Tutsch,Dietmar Tutsch,92/1290
5683,Dietrich Albert,Dietrich Albert,42/6842
5684,Dietrich Klakow,Dietrich Klakow,00/1846
5685,Dietrich Kuske,Dietrich Kuske,19/4109
5686,Dietrich Paulus,Dietrich Paulus,p/DietrichPaulus
5687,Diganta Goswami,Diganta Goswami,06/6115
5688,Dik Lun Lee,Dik Lun Lee,l/DikLunLee
5689,Dileep Aroor Dinesh,Aroor Dinesh Dileep,152/1278
5690,Dilian Gurov,Dilian Gurov,47/1237
5691,Dilip P. Patil,,
5692,Dilip Sarkar,Dilip Sarkar,s/DilipSarkar
5693,Dilma Da Silva,Dilma Da Silva,03/6463
5694,Dilma M. Da Silva,Dilma Da Silva,03/6463
5695,Dilvan A. Moreira,Dilvan A. Moreira,89/2110
5696,Dilvan de Abreu Moreira,Dilvan de Abreu Moreira,89/2110
5697,Dima Alhadidi,Dima Alhadidi,96/6295
5698,Dima Damen,Dima Damen,95/3618
5699,Dimitar Kazakov,Dimitar Kazakov,k/DimitarKazakov
5700,Dimitra I. Kaklamani,Dimitra I. Kaklamani,27/4237
5701,Dimitra-Theodora I. Kaklamani,Dimitra I. Kaklamani,27/4237
5702,Dimitri Boiroux,Dimitri Boiroux,166/3830
5703,Dimitri Ognibene,Dimitri Ognibene,09/6691
5704,Dimitri Theodoratos,Dimitri Theodoratos,t/DimitriTheodoratos
5705,Dimitri Van De Ville,Dimitri Van De Ville,v/DimitriVanDeVille
5706,Dimitrios Apostolou,Dimitris Apostolou,78/3465
5707,Dimitrios Askounis,Dimitris Askounis,68/5665
5708,Dimitrios D. Koutsouris,Dimitris Koutsouris,27/3742
5709,Dimitrios D. Vergados,Dimitrios D. Vergados,67/2009
5710,Dimitrios Damopoulos,Dimitrios Damopoulos,78/10869
5711,Dimitrios Dionisios Koutsouris,Dimitris Koutsouris,27/3742
5712,Dimitrios Gunopulos,Dimitrios Gunopulos,g/DimitriosGunopulos
5713,Dimitrios J. Soudris,Dimitrios Soudris,s/DimitriosSoudris
5714,Dimitrios Koutsonikolas,Dimitrios Koutsonikolas,92/442
5715,Dimitrios Letsios,Dimitrios Letsios,75/9885
5716,Dimitrios Makrakis,Dimitrios Makrakis,27/526
5717,Dimitrios P. Pezaros,Dimitrios P. Pezaros,49/1051
5718,Dimitrios Pezaros,Dimitrios P. Pezaros,49/1051
5719,Dimitrios Plexousakis,Dimitris Plexousakis,89/6058
5720,Dimitrios Rafailidis,Dimitrios Rafailidis,46/7258
5721,Dimitrios S. Kolovos,Dimitrios S. Kolovos,85/48
5722,Dimitrios S. Nikolopoulos,Dimitrios S. Nikolopoulos,50/1235
5723,Dimitrios Soudris,Dimitrios Soudris,s/DimitriosSoudris
5724,Dimitris A. Fotakis,Dimitris Fotakis 0001,95/4731
5725,Dimitris A. Fotakis 0001,Dimitris Fotakis 0001,95/4731
5726,Dimitris Achlioptas,Dimitris Achlioptas,34/4066
5727,Dimitris Apostolou,Dimitris Apostolou,78/3465
5728,Dimitris Askounis,Dimitris Askounis,68/5665
5729,Dimitris Fotakis 0001,Dimitris Fotakis 0001,95/4731
5730,Dimitris Gizopoulos,Dimitris Gizopoulos,79/1691
5731,Dimitris Gritzalis,Dimitris Gritzalis,48/4664
5732,Dimitris K. Despotis,Dimitris K. Despotis,15/2974
5733,Dimitris Karagiannis,Dimitris Karagiannis,45/1628
5734,Dimitris Koutsouris,Dimitris Koutsouris,27/3742
5735,Dimitris Makrakis,Dimitrios Makrakis,27/526
5736,Dimitris N. Metaxas,Dimitris N. Metaxas,m/DNMetaxas
5737,Dimitris P. Tsakiris,Dimitris P. Tsakiris,45/658
5738,Dimitris Papadias,Dimitris Papadias,p/DimitrisPapadias
5739,Dimitris Papadopoulos,Dimitris Papadopoulos,66/5996
5740,Dimitris Papailiopoulos,Dimitris S. Papailiopoulos,77/344
5741,Dimitris Pezaros,Dimitrios P. Pezaros,49/1051
5742,Dimitris Plexousakis,Dimitris Plexousakis,89/6058
5743,Dimitris S. Kolovos,Dimitrios S. Kolovos,85/48
5744,Dimitris S. Papailiopoulos,Dimitris S. Papailiopoulos,77/344
5745,Dimitris Samaras,Dimitris Samaras,s/DimitrisSamaras
5746,Dimitris Syvridis,Dimitris Syvridis,38/7884
5747,Dimitris Varoutas,Dimitris Varoutas,78/3412
5748,Dimosthenis Kyriazis,Dimosthenis Kyriazis,85/4341
5749,Dina Duhovny,Dina Schneidman,20/3296
5750,Dina Katabi,Dina Katabi,k/DinaKatabi
5751,Dina Schneidman,Dina Schneidman,20/3296
5752,Dina Schneidman-Duhovny,Dina Schneidman,20/3296
5753,Dina Sokol,,
5754,Dinesh Babu J.,,
5755,Dinesh Babu Jayagopi,,
5756,Dinesh Bharadia,,
5757,Dinesh Jayaraman,,
5758,Dinesh K. Pai,,
5759,Dinesh Manocha,,
5760,Dinesh Mehta,,
5761,Dinesh P. Mehta,,
5762,Ding Li 0001,,
5763,Ding Ye,,
5764,Ding Yuan 0004,,
5765,Ding-Gang Shen,,
5766,Ding-Zhu Du,,
5767,Dinggang Shen,,
5768,Dinghao Wu,,
5769,Dingming Wu 0001,,
5770,Dingsheng Luo,Dingsheng Luo,64/5953
5771,Dingwen Tao,Dingwen Tao,162/0802
5772,Dingzhu Wen,Dingzhu Wen,176/2716
5773,Dino Mandrioli,Dino Mandrioli,m/DinoMandrioli
5774,Dino Pedreschi,Dino Pedreschi,p/DPedreschi
5775,Diodato Ferraioli,Diodato Ferraioli,18/7864
5776,Diogo Barradas,Diogo Barradas,204/5176
5777,Diogo R. Ferreira,Diogo R. Ferreira,87/3408
5778,Diomidis D. Spinellis,Diomidis Spinellis,s/DiomidisSpinellis
5779,Diomidis Spinellis,Diomidis Spinellis,s/DiomidisSpinellis
5780,Dionisios N. Pnevmatikatos,Dionisios N. Pnevmatikatos,04/3696
5781,Dionisios N. Sotiropoulos,Dionisios N. Sotiropoulos,80/4302
5782,Dionisis N. Pnevmatikatos,Dionisios N. Pnevmatikatos,04/3696
5783,Dionysios N. Pnevmatikatos,Dionisios N. Pnevmatikatos,04/3696
5784,Dionysis Athanasopoulos,Dionysis Athanasopoulos,29/2941
5785,Dip Sankar Banerjee,Dip Sankar Banerjee,19/10955
5786,Dipak Ghosal,Dipak Ghosal,55/4427
5787,Dipankar Dasgupta,Dipankar Dasgupta,81/5069
5788,Dipankar Nagchoudhuri,Dipankar Nagchoudhuri,141/6878
5789,Dipankar Raychaudhuri,Dipankar Raychaudhuri,62/6788
5790,Dipanwita Roy Chowdhury,Dipanwita Roy Chowdhury,09/6690
5791,Diptarka Chakraborty,Diptarka Chakraborty,144/2365
5792,Dipti Misra Sharma,Dipti Misra Sharma,58/217
5793,Dipti Prasad Mukherjee,Dipti Prasad Mukherjee,06/486
5794,Dirk Arnold,Dirk Arnold,222/7063
5795,Dirk Beyer 0001,Dirk Beyer 0001,b/DirkBeyer1
5796,Dirk Englund,Dirk R. Englund,228/7061
5797,Dirk Fahland,Dirk Fahland,67/5970
5798,Dirk Grunwald,Dirk Grunwald,g/DirkGrunwald
5799,Dirk Henri Nowotka,Dirk Nowotka,91/2495
5800,Dirk Hovy,Dirk Hovy,82/8159
5801,Dirk Nowotka,Dirk Nowotka,91/2495
5802,Dirk Nuyens,Dirk Nuyens,94/1982
5803,Dirk Oliver Theis,Dirk Oliver Theis,51/5014
5804,Dirk Pattinson,Dirk Pattinson,p/DPattinson
5805,Dirk Pflüger,Dirk Pflüger,96/5029
5806,Dirk Reiners,Dirk Reiners,82/3655
5807,Dirk Riehle,Dirk Riehle,38/5697
5808,Dirk Roose,Dirk Roose,20/68
5809,Dirk Schnieders,Dirk Schnieders,56/1779
5810,Dirk Slock,Dirk Slock,332/5198
5811,Dirk Sudholt,Dirk Sudholt,84/1170
5812,Dirk Van Gucht,Dirk Van Gucht,g/DirkVanGucht
5813,Dit-Yan Yeung,Dit-Yan Yeung,41/5668
5814,Dittaya Wanvarie,Dittaya Wanvarie,01/8372
5815,Divanilson Campelo,Divanilson Campelo,76/5873
5816,Divanilson R. Campelo,Divanilson Campelo,76/5873
5817,Divanilson Rodrigo de Sousa Campelo,Divanilson Campelo,76/5873
5818,Divesh Aggarwal,Divesh Aggarwal,00/3379
5819,Divy Agrawal,Divy Agrawal,a/DivyakantAgrawal
5820,Divya Padmanabhan,Divya Padmanabhan,62/6000
5821,Divyakant Agrawal,Divyakant Agrawal,a/DivyakantAgrawal
5822,Diyi Yang,Diyi Yang,70/11145
5823,Djemel Ziou,Djemel Ziou,77/3011
5824,Djoerd Hiemstra,Djoerd Hiemstra,19/3140
5825,Djordje Jevdjic,Djordje Jevdjic,97/11028
5826,Dmitri I. Ilvovsky,Dmitry I. Ilvovsky,140/3022
5827,Dmitri Loguinov,Dmitri Loguinov,l/DmitriLoguinov
5828,Dmitri Perkins,Dmitri D. Perkins,12/6788
5829,Dmitri Roussinov,Dmitri Roussinov,r/DmitriRoussinov
5830,Dmitriy Babichenko,Dmitriy Babichenko,187/4145
5831,Dmitry Berenson,Dmitry Berenson,20/5561
5832,Dmitry Chistikov 0001,Dmitry Chistikov 0001,16/8319
5833,Dmitry Evtyushkin,Dmitry Evtyushkin,17/10107
5834,Dmitry Goldgof,Dmitry B. Goldgof,g/DmitryBGoldgof
5835,Dmitry I. Ilvovsky,Dmitry I. Ilvovsky,140/3022
5836,Dmitry Korkin,Dmitry Korkin,90/5069
5837,Dmitry P. Vetrov,Dmitry P. Vetrov,89/3348
5838,Dmitry Ponomarev 0001,Dmitry V. Ponomarev,p/DmitryVPonomarev
5839,Dmitry V. Chistikov,Dmitry Chistikov 0001,16/8319
5840,Dmitry V. Ponomarev,Dmitry V. Ponomarev,p/DmitryVPonomarev
5841,Doina Caragea,Doina Caragea,40/2098
5842,Dolores DeGroff,Dolores F. De Groff,00/3378
5843,Dolores F. De Groff,Dolores F. De Groff,00/3378
5844,Domenico Giustiniano,Domenico Giustiniano,07/1247
5845,Domenico Lembo,Domenico Lembo,91/2168
5846,Domenico Parente,Mimmo Parente,p/MimmoParente
5847,Domingo Giménez,Domingo Giménez,81/3384
5848,Dominic A. Orchard,Dominic A. Orchard,12/7603
5849,Dominic DiFranzo,Dominic DiFranzo,04/8024
5850,Dominic Duggan,Dominic Duggan,16/6954
5851,Dominic Orchard,Dominic A. Orchard,12/7603
5852,Dominik D. Freydenberger,Dominik D. Freydenberger,36/5256
5853,Dominik Heider,Dominik Heider,29/2345
5854,Dominik Henrich,Dominik Henrich,82/4703
5855,Dominik Herrmann,Dominik Herrmann,37/5937
5856,Dominik Kempa,Dominik Kempa,54/11279
5857,Dominik L. Michels,Dominik Ludewig Michels,131/3147
5858,Dominik Ludewig Michels,Dominik Ludewig Michels,131/3147
5859,Dominik Scheder,Dominik Scheder,56/6665
5860,Dominik Slezak,Dominik Slezak,53/3187
5861,Dominik Wojtczak,Dominik Wojtczak,76/3220
5862,Dominique Chu,Dominique Chu,295/9951
5863,Dominique Devriese,Dominique Devriese,74/8301
5864,Dominique Schröder,Dominique Schröder,52/6199
5865,Dominique Unruh,Dominique Unruh,u/DominiqueUnruh
5866,Don Adjeroh,Don Adjeroh,30/1579
5867,Don Cleland,,
5868,Don Fussell,Donald S. Fussell,f/DonaldSFussell
5869,Don Jardine,Don Jardine,34/7756
5870,Don Mitchell Wilkes,D. Mitchell Wilkes,05/6850
5871,Don Norman,Donald A. Norman,50/784
5872,Don Perlis,Donald Perlis,p/DPerlis
5873,Don S. Batory,Don S. Batory,b/DSBatory
5874,Don Sheehy,Don Sheehy,10/3856
5875,Don Towsley,Don Towsley,t/DonaldFTowsley
5876,Donal O'Mahony,Donal O'Mahony,73/55
5877,Donald A. Adjeroh,Donald A. Adjeroh,30/1579
5878,Donald A. Norman,Donald A. Norman,50/784
5879,Donald Asogu Adjeroh,Donald A. Adjeroh,30/1579
5880,Donald Bailey,Donald Bailey,258/0268
5881,Donald C. Wunsch,Donald C. Wunsch II,w/DCWunsch
5882,Donald C. Wunsch II,Donald C. Wunsch II,w/DCWunsch
5883,Donald E. Porter,Donald E. Porter,08/4732
5884,Donald F. Towsley,Don Towsley,t/DonaldFTowsley
5885,Donald G. Bailey,Donald G. Bailey,44/1233
5886,Donald Greenberg,Donald P. Greenberg,g/DonaldPGreenberg
5887,Donald L. Bitzer,Donald L. Bitzer,86/6034
5888,Donald Lawrence,Donald Lawrence,138/0818
5889,Donald M. Chiarulli,Donald M. Chiarulli,26/1312
5890,Donald P. Greenberg,Donald P. Greenberg,g/DonaldPGreenberg
5891,Donald Perlis,Donald Perlis,p/DPerlis
5892,Donald R. Sheehy,Don Sheehy,10/3856
5893,Donald S. Fussell,Donald S. Fussell,f/DonaldSFussell
5894,Donald S. Williamson,Donald S. Williamson,98/405
5895,Donald Sannella,Donald Sannella,s/DonaldSannella
5896,Donald Sheehy,,
5897,Donald Sturgeon,Donald Sturgeon,184/3752
5898,Donald Wunsch,Donald C. Wunsch II,w/DCWunsch
5899,Donald Yeung,Donald Yeung,y/DonaldYeung
5900,Donatella Sciuto,Donatella Sciuto,31/1913
5901,Donatello Materassi,Donatello Materassi,70/1732
5902,Dong Chen 0010,Dong Chen 0010,44/3371-10
5903,Dong Dai 0001,Dong Dai 0001,55/6260-1
5904,Dong Deng 0001,Dong Deng 0001,71/8700-1
5905,Dong Hao,Dong Hao,22/10448
5906,Dong Jin,Dong Jin,66/360
5907,Dong Li 0001,Dong Li 0001,47/4826-1
5908,Dong Ma 0001,Dong Ma 0001,68/7912-1
5909,Dong Nguyen,,
5910,Dong Seong Kim,Dong Seong Kim,334/5171
5911,Dong Shao,Dong Shao,29/6082
5912,Dong Soo Han,Dong-Soo Han,34/3739
5913,Dong Tong 0001,Dong Tong 0001,56/464
5914,Dong Wang 0024,Dong Wang 0024,40/3934-24
5915,Dong Wen,Dong Wen,92/8453
5916,Dong Woo Kim 0002,Dongwoo Kim 0002,15/398-2
5917,Dong Xiang,Dong Xiang,74/1128
5918,Dong Xie 0001,Dong Xie 0001,20/6977-1
5919,Dong Xu 0002,Dong Xu 0002,09/3493-2
5920,Dong Xuan,Dong Xuan,64/2268
5921,Dong Zhang,Dong Zhang,68/3245
5922,Dong Zhao 0001,Dong Zhao 0001,63/550-1
5923,Dong-Guk Shin,Dong-Guk Shin,12/405
5924,Dong-Ming Yan 0001,Dong-Ming Yan 0001,94/1731-1
5925,Dong-Sheng Wang 0002,Dongsheng Wang 0002,21/841-2
5926,Dong-Sun Kim 0001,Dongsun Kim 0001,10/2501-1
5927,Dongbing Gu,Dongbing Gu,90/4626
5928,Dongfang Zhao 0001,Dongfang Zhao 0001,25/5030-1
5929,Donggang Cao,Donggang Cao,76/4740
5930,Donghoon Chang,Donghoon Chang,50/4733
5931,Donghui Wang,Donghui Wang,20/4854
5932,Donghwa Jeong,Donghwa Jeong,19/8422
5933,Donghyun Kim 0002,Donghyun Kim 0002,33/6749-2
5934,Dongkyun Kim,Dongkyun Kim,66/2701
5935,Donglai Wei 0001,Donglai Wei 0001,89/10116
5936,Dongliang Xie,Dongliang Xie,27/3906
5937,Dongman Lee,Dongman Lee,89/81
5938,Dongming Lu,Dongming Lu,80/3109
5939,Dongming Yan 0001,Dong-Ming Yan 0001,94/1731-1
5940,Dongpeng Xu 0001,Dongpeng Xu 0001,158/2764
5941,Dongsheng Wang 0002,Dongsheng Wang 0002,21/841-2
5942,Dongsu Han,Dongsu Han,12/5388
5943,Dongsuk Yook,Dongsuk Yook,14/2605
5944,Dongsun Kim 0001,Dongsun Kim 0001,10/2501-1
5945,Dongwan Shin,Dongwan Shin,57/6003
5946,Dongwei Ren,Dongwei Ren,121/9066
5947,Dongwon Lee 0001,Dongwon Lee 0001,l/DongwonLee
5948,Dongwoo Kim 0002,Dongwoo Kim 0002,15/398-2
5949,Dongwook Yoon,Dongwook Yoon,43/9597
5950,Dongxiang Zhang,Dongxiang Zhang,89/6013
5951,Dongxiao Yu,Dongxiao Yu,44/7265
5952,Dongxiao Zhu,Dongxiao Zhu,15/6233
5953,Dongyan Xu,Dongyan Xu,59/5539
5954,Dongyan Zhao 0001,Dongyan Zhao 0001,63/1870
5955,Dongyeop Kang,Dongyeop Kang,69/9056
5956,Dongyoon Lee,Dongyoon Lee,90/4053
5957,Donna Cox,Donna Cox,321/5073
5958,Donna J. Cox,Donna J. Cox,69/564
5959,Donna K. Slonim,Donna K. Slonim,89/5831
5960,Donna M. Kaminski,Donna M. Kaminski,55/4748
5961,Donna M. Rizzo,Donna M. Rizzo,55/4418
5962,Donna S. Reese,Donna S. Reese,41/1140
5963,Doowon Kim,Doowon Kim,133/4707
5964,Doo­Hwan Bae,,
5965,Dora Varvarigou,Theodora A. Varvarigou,02/5489
5966,Dorgival O. Guedes,Dorgival O. Guedes,n/DorgivalOlavoGuedesNeto
5967,Dorgival Olavo Guedes Neto,Dorgival O. Guedes,n/DorgivalOlavoGuedesNeto
5968,Dorian C. Arnold,Dorian C. Arnold,27/4450
5969,Dorien Herremans,Dorien Herremans,132/1691
5970,Doris L. Carver,Doris L. Carver,c/DLCarver
5971,Dorit Aharonov,Dorit Aharonov,42/5385
5972,Dorit Merhof,Dorit Merhof,63/3515
5973,Doron A. Peled,Doron A. Peled,p/DPeled
5974,Doron Drusinsky,Doron Drusinsky,16/331
5975,Doron Drusinsky-Yoresh,Doron Drusinsky,16/331
5976,Doron Nussbaum,Doron Nussbaum,n/DoronNussbaum
5977,Doron Peled,Doron A. Peled,p/DPeled
5978,Dorota Glowacka,Dorota Glowacka,82/9381
5979,Dorothea Baumeister,Dorothea Baumeister,77/1721
5980,Dorothea Blostein,Dorothea Blostein,b/DBlostein
5981,Dorothea Wagner,Dorothea Wagner,w/DorotheaWagner
5982,Dorsa Sadigh,Dorsa Sadigh,117/3174
5983,Doug A. Bowman,Doug A. Bowman,40/1426
5984,Doug Andre Bowman,Doug A. Bowman,40/1426
5985,Doug Downey,Doug Downey,57/5363
5986,Doug L. James,Doug L. James,j/DougLJames
5987,Doug Sicker,Douglas C. Sicker,64/948
5988,Douglas B. Armstrong,Douglas B. Armstrong,178/4974
5989,Douglas C. Schmidt,Douglas C. Schmidt,s/DouglasCSchmidt
5990,Douglas C. Sicker,Douglas C. Sicker,64/948
5991,Douglas Comer,Douglas Comer,c/DouglasComer
5992,Douglas D. Dankel II,Douglas D. Dankel II,d/DouglasDDankelII
5993,Douglas Downey,Doug Downey,57/5363
5994,Douglas E. Comer,Douglas Comer,c/DouglasComer
5995,Douglas Fisher,Douglas Fisher,86/1914
5996,Douglas G. Down,Douglas G. Down,80/1851
5997,Douglas G. Howe,Douglas G. Howe,22/2453
5998,Douglas G. Macharet,Douglas G. Macharet,23/7609
5999,Douglas Guimarães Macharet,Douglas G. Macharet,23/7609
6000,Douglas Hofstadter,Douglas Hofstadter,44/764
6001,Douglas J. Leith,Douglas J. Leith,l/DouglasJLeith
6002,Douglas L. Maskell,Douglas L. Maskell,63/6663
6003,Douglas Lawrence,Douglas Lawrence,25/1834
6004,Douglas Leslie Maskell,Douglas L. Maskell,63/6663
6005,Douglas R. Heisterkamp,Douglas R. Heisterkamp,04/756
6006,Douglas Richard Hofstadter,Douglas Hofstadter,44/764
6007,Douglas S. Reeves,Douglas S. Reeves,r/DouglasSReeves
6008,Douglas Stebila,Douglas Stebila,67/675
6009,Douglas Thain,Douglas Thain,83/1871
6010,Douglas Troeger,Douglas Troeger,10/4549
6011,Douglas W. Cunningham,Douglas W. Cunningham,25/4304
6012,Douglas W. Jones,Douglas W. Jones,88/6555
6013,Douglas W. Oard,Douglas W. Oard,o/DouglasWOard
6014,Douglas Wikström,Douglas Wikström,42/5660
6015,Dov Dori,Dov Dori,d/DovDori
6016,Dov Monderer,Dov Monderer,76/4163
6017,Dragan Gasevic,Dragan Gasevic,67/5716
6018,Dragomir R. Radev,Dragomir R. Radev,r/DragomirRRadev
6019,Drew Bagnell,J. Andrew Bagnell,65/2021
6020,Drew Davidson,Drew Davidson,37/5586
6021,Drew Hamilton,Drew Hamilton,66/7215
6022,Drew Hendrickson,,
6023,Drew McDermott,Drew McDermott,83/863
6024,Drew V. McDermott,Drew McDermott,83/863
6025,Dror G. Feitelson,Dror G. Feitelson,f/DGFeitelson
6026,Dror Tobi,Dror Tobi,50/7099
6027,Du Huynh,Du Huynh,35/2599
6028,Du Q. Huynh,Du Q. Huynh,35/2599
6029,Duan-Shin Lee,Duan-Shin Lee,63/4845
6030,Duane S. Boning,Duane S. Boning,26/1132
6031,Duane Szafron,Duane Szafron,s/DuaneSzafron
6032,Duanqing Xu,Duanqing Xu,72/3018
6033,Duarte de Mesquita e Sousa,Duarte de Mesquita e Sousa,143/8784
6034,Duc A. Tran,Duc A. Tran,67/4024
6035,Duc-Tien Dang-Nguyen,Duc-Tien Dang-Nguyen,16/10574
6036,Duen Horng (Polo) Chau,Polo Chau,10/2670
6037,Duen Horng Chau,Polo Chau,10/2670
6038,Dulce Domingos,Dulce Domingos,60/632
6039,Duminda Wijesekera,Duminda Wijesekera,w/DumindaWijesekera
6040,Duncan A. Buell,Duncan A. Buell,b/DuncanABuell
6041,Duncan D. A. Ruiz,Duncan Dubugras Alcoba Ruiz,22/1939
6042,Duncan D. Ruiz,Duncan Dubugras Alcoba Ruiz,22/1939
6043,Duncan Dubugras A. Ruiz,Duncan Dubugras Alcoba Ruiz,22/1939
6044,Duncan Dubugras Alcoba Ruiz,Duncan Dubugras Alcoba Ruiz,22/1939
6045,Duncan J. Watts,Duncan J. Watts,w/DuncanJWatts
6046,Duncan M. Hank Walker,D. M. H. Walker,w/DMHWalker
6047,Duncan P. Brumby,Duncan P. Brumby,05/1353
6048,Duong Hieu Phan,Duong Hieu Phan,74/201
6049,Durga Toshniwal,Durga Toshniwal,37/640
6050,Dusit Niyato,Dusit Niyato,76/440
6051,Dusit Tao Niyato,Dusit Niyato,76/440
6052,Dusko Pavlovic,Dusko Pavlovic,17/1984
6053,Dwayne C. Brown Jr.,Chris Brown 0001,126/9627
6054,Dwight Deugo,Dwight Deugo,86/3290
6055,Dwight Makaroff,Dwight J. Makaroff,05/5405
6056,Dylan A. Shell,Dylan A. Shell,89/4368
6057,Dylan Shell,Dylan Shell,326/2149
6058,Dániel Marx,Dániel Marx,95/1832
6059,Débora C. Muchaluat,Débora C. Muchaluat-Saade,21/5891
6060,Débora C. Muchaluat-Saade,Débora C. Muchaluat-Saade,21/5891
6061,Débora Christina Muchaluat-Saade,Débora C. Muchaluat-Saade,21/5891
6062,E. Allen Emerson,E. Allen Emerson,e/EAllenEmerson
